BROKERTITLE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,STATUS,PROPERTY_TYPE,segment,BOROUGH,ZIP
corcoran,29000000,5,2.3738608579684373,5508.0,"180 E 88th St, New York, NY 10128, USA",40.7801822,-73.9536507,unknown,condo,Luxury,Manhattan,10128
corcoran,715000,3,1.0,983.0,"229 E 14th St #3e, New York, NY 10003, USA",40.7329326,-73.9858654,unknown,co op,Normal,Manhattan,10003
brown harris stevens,1200000,2,2.0,1100.0,"185 Prospect Park Southwest Apt 304, Brooklyn, NY 11218, USA",40.6533033,-73.9730719,unknown,co op,Normal,Brooklyn,11218
douglas elliman,3975000,4,4.0,3181.0,"146 Newel St, Brooklyn, NY 11222, USA",40.7273631,-73.948662,unknown,multi family home,Normal,Manhattan,11222
homes r us of ny inc,949900,4,2.0,1680.0,"489 Maine Ave, Staten Island, NY 10314, USA",40.6217558,-74.1413145,unknown,house,Normal,Manhattan,10314
macaluso,849000,3,2.0,1296.0,"66-27 Gray St, Flushing, NY 11379, USA",40.7149915,-73.8775275,unknown,townhouse,Normal,Manhattan,11379
douglas elliman,1999000,3,4.0,2840.0,"158 Jaffray St, Brooklyn, NY 11235, USA",40.5789619,-73.9430773,pending,other,Normal,Manhattan,11235
keller williams,560000,1,1.0,700.0,"200 E 36th St #17g, New York, NY 10016, USA",40.7467649,-73.976998,unknown,co op,Normal,Manhattan,10016
douglas elliman,26995000,8,10.0,8360.0,"995 5th Ave Fl 16, New York, NY 10028, USA",40.7780041,-73.9625466,unknown,house,Luxury,Manhattan,10028
ditommaso real estate,1450000,5,4.0,3252.0,"169 Crown Ave, Staten Island, NY 10312, USA",40.5504262,-74.186404,unknown,multi family home,Normal,Manhattan,10312
brooklyn s 4 u,1599000,5,3.0,2424.0,"2230 National Dr, Brooklyn, NY 11234, USA",40.6062747,-73.9157858,unknown,multi family home,Normal,Manhattan,11234
realty executives metro garden,255000,1,1.0,650.0,"6636 Yellowstone Blvd Apt 26b, Forest Hills, NY 11375, USA",40.7291499,-73.84944,unknown,co op,Normal,Queens,11375
myc  inc,5827000,3,2.3738608579684373,55300.0,"99-44 62nd Ave, Flushing, NY 11374, USA",40.7352736,-73.8566546,unknown,multi family home,Error,Manhattan,11374
brownstone real estate carroll gardens,3200000,4,4.0,3200.0,"556 Henry St, Brooklyn, NY 11231, USA",40.6820276,-74.000601,unknown,townhouse,Normal,Manhattan,11231
neuhaus inc,799999,3,4.0,2337.0,"619 Johnston Terrace, Staten Island, NY 10309, USA",40.513375,-74.202668,unknown,house,Normal,Manhattan,10309
connie profaci,198000,1,1.0,1000.0,"1100 Clove Rd, Staten Island, NY 10301, USA",40.6189484,-74.1071576,unknown,condo,Normal,Manhattan,10301
exp,485000,2,1.0,560.0,"2800 Brown St, Brooklyn, NY 11235, USA",40.585215,-73.937245,unknown,house,Normal,Manhattan,11235
re/max,1288000,5,5.0,2500.0,"48-36 65th Pl, Flushing, NY 11377, USA",40.7374104,-73.9002424,unknown,multi family home,Normal,Manhattan,11377
ditommaso real estate,589000,2,2.0,1808.0,"18 Harbour Ct, Staten Island, NY 10308, USA",40.5383835,-74.1433088,unknown,house,Normal,Manhattan,10308
compass,2050000,7,4.0,5200.0,"213 E 120th St, New York, NY 10035, USA",40.8003622,-73.9373581,unknown,townhouse,Outlier,Manhattan,10035
corcoran,259000,3,1.0,250.0,"321 E 43rd St Apt 211, New York, NY 10017, USA",40.750236,-73.9707571,unknown,co op,Normal,Manhattan,10017
re/max,219000,3,1.0,550.0,"1119 Ocean Pkwy #1b, Brooklyn, NY 11230, USA",40.621071,-73.969227,unknown,co op,Normal,Brooklyn,11230
corcoran,1795000,3,2.0,1773.0,"380 Lenox Ave #2d, New York, NY 10037, USA",40.810446,-73.943187,unknown,condo,Normal,Manhattan,10027
compass,10850000,4,2.3738608579684373,13000.0,"591 Park Ave, New York, NY 10065, USA",40.765596,-73.967349,unknown,townhouse,Luxury,Manhattan,10065
compass,699000,2,2.0,1519.0,"2322 Adam Clayton Powell Jr Blvd #1c, New York, NY 10030, USA",40.8163359,-73.9434447,unknown,condo,Normal,Manhattan,10030
nexthome all island,425000,3,2.0,1300.0,"61-20 Grand Central Pkwy #505, Forest Hills, NY 11375, USA",40.7379227,-73.8470718,unknown,co op,Normal,Queens,11375
living ny main office,2750000,3,3.0,2782.0,"160 Imlay St, Brooklyn, NY 11231, USA",40.6811053,-74.0098135,unknown,condo,Normal,Manhattan,11231
coldwell banker,279999,1,1.0,790.0,"3235 Emmons Ave Apt 412, Brooklyn, NY 11235, USA",40.5844399,-73.9316116,unknown,co op,Normal,Brooklyn,11235
ilite inc,980000,3,3.0,1574.0,"1740 W 4th St #4c, Brooklyn, NY 11223, USA",40.6050673,-73.9776246,unknown,condo,Normal,Brooklyn,11223
sotheby's,1600000,4,2.0,2350.0,"26 Beaver St Apt 4, New York, NY 10004, USA",40.7048255,-74.0118183,unknown,co op,Normal,Manhattan,10004
keller williams,1350000,7,4.0,2800.0,"94-35 Corona Ave., Elmhurst, NY 11373, USA",40.7424208,-73.8687143,unknown,multi family home,Normal,Manhattan,11373
four seasons co,725000,3,2.3738608579684373,1498.0,"32 Poi Ct, Staten Island, NY 10314, USA",40.5887531,-74.1613951,contingent,other,Normal,Manhattan,10314
julia shildkret real estate,309000,1,1.0,850.0,"6636 Yellowstone Blvd Apt 14e, Forest Hills, NY 11375, USA",40.7291499,-73.84944,unknown,co op,Normal,Queens,11375
re/max,1750000,4,3.0,3225.0,"7316 Ridge Blvd, Brooklyn, NY 11209, USA",40.633166,-74.0303565,unknown,house,Normal,Manhattan,11209
ilite inc,950000,3,2.0,1401.0,"1740 W 4th St #5f, Brooklyn, NY 11223, USA",40.6050673,-73.9776246,unknown,condo,Normal,Brooklyn,11223
sotheby's,5000000,2,2.0,2522.0,"139 Spring St #3b, New York, NY 10012, USA",40.7242452,-74.0008671,unknown,condo,Normal,Manhattan,10012
today corp,1050000,3,2.0,1870.0,"835 Dean Ave, Bronx, NY 10465, USA",40.8325495,-73.8167031,unknown,house,Normal,Manhattan,10465
exp,1390000,4,3.0,1950.0,"1840 52nd St APT 7, Brooklyn, NY 11204, USA",40.6259793,-73.9821859,unknown,condo,Normal,Brooklyn,11204
brown harris stevens,9995000,3,4.0,2926.0,"368 3rd Ave Ph B, New York, NY 10016, USA",40.7412931,-73.981837,unknown,condo,Luxury,Manhattan,10016
keller williams,529000,2,2.0,1200.0,"41-50 78th St #222, Elmhurst, NY 11373, USA",40.7438826,-73.8873872,unknown,co op,Normal,Queens,11373
ben bay company of staten island,1328888,3,2.0,1440.0,"1534 W 9th St, Brooklyn, NY 11204, USA",40.6094603,-73.9831636,unknown,house,Normal,Manhattan,11204
red door,478888,2,2.0,1159.0,"119 Richmond Hill Rd, Staten Island, NY 10314, USA",40.5872305,-74.1641299,unknown,townhouse,Normal,Manhattan,10314
modlin,1350000,1,1.0,850.0,"50 E 72nd St #3d, New York, NY 10021, USA",40.7711516,-73.9646688,unknown,condo,Normal,Manhattan,10021
jamie connie real estate grp,728000,2,1.0,1440.0,"160-44 26th Ave, Flushing, NY 11358, USA",40.7731565,-73.8027586,unknown,house,Normal,Manhattan,11358
compass,3399000,6,4.0,5000.0,"168 Lefferts Pl, Brooklyn, NY 11238, USA",40.6804045,-73.9573819,for sale,other,Outlier,Manhattan,11238
bhhs new york,2750000,2,2.0,1892.0,"205 E 16th St #4a, New York, NY 10003, USA",40.7345957,-73.9855511,unknown,condo,Normal,Manhattan,10003
corcoran,2095000,2,2.0,1600.0,"401 E 60th St #17a, New York, NY 10022, USA",40.7603031,-73.9610497,unknown,condo,Normal,Manhattan,10022
re/max,199900,3,1.0,550.0,"6636 Yellowstone Blvd Apt 23h, Forest Hills, NY 11375, USA",40.7291499,-73.84944,unknown,co op,Normal,Queens,11375
staten island premiere,1399999,4,4.0,2776.0,"196 Bennett Ave, Staten Island, NY 10312, USA",40.5365656,-74.1839422,unknown,multi family home,Normal,Manhattan,10312
chase global corp,2300000,3,2.0,2800.0,"712 126th St, College Point, NY 11356, USA",40.7903373,-73.8420291,unknown,house,Normal,Manhattan,11356
world prop intl sea to sky,399990,2,1.0,1000.0,"71-36 110th St #3a, Flushing, NY 11375, USA",40.7213566,-73.8414009,unknown,co op,Normal,Queens,11375
re/max,850000,3,3.0,2646.0,"3029 Brighton 5th St, Brooklyn, NY 11235, USA",40.5786954,-73.9626508,unknown,multi family home,Normal,Manhattan,11235
realty executives today,215000,3,1.0,625.0,"Parking lot, 6333 98th Pl #3c, Rego Park, NY 11374, USA",40.7318415,-73.8574816,unknown,co op,Normal,Queens,11374
keller williams,130000,1,1.0,720.0,"2081 Cruger Ave #4c, Bronx, NY 10462, USA",40.8527259,-73.8670374,unknown,co op,Outlier,Bronx,10462
r new york,16995000,4,4.0,3310.0,"One Madison, 23 E 22nd St #55A, New York, NY 10010, USA",40.7405179,-73.9881093,unknown,condo,Luxury,Manhattan,10010
coldwell banker,299998,2,1.0,1200.0,"412 Maryland Ave #3a, Staten Island, NY 10305, USA",40.608288,-74.07426,contingent,other,Normal,Staten Island,10305
exp,690000,2,2.0,942.0,"1569 W 7th St #3a, Brooklyn, NY 11204, USA",40.6088021,-73.9805695,unknown,condo,Normal,Brooklyn,11204
pride estates,185000,2,1.0,854.0,"2250 Brigham St #3g, Brooklyn, NY 11229, USA",40.5977235,-73.9352176,unknown,co op,Normal,Brooklyn,11229
suydam agency inc,928888,4,2.0,1480.0,"12-12 120th St, Flushing, NY 11356, USA",40.787297,-73.848086,unknown,multi family home,Normal,Manhattan,11356
canaan,780000,2,2.0,955.0,"132-59 41st Rd #6c, Flushing, NY 11355, USA",40.7565584,-73.8317042,unknown,condo,Normal,Queens,11355
re/max,1190000,3,2.0,1360.0,"260 89th St, Brooklyn, NY 11209, USA",40.6214197,-74.0328467,unknown,house,Normal,Manhattan,11209
brown harris stevens,599000,2,1.0,1100.0,"310 Lexington Ave #1b, New York, NY 10016, USA",40.7487581,-73.9782786,unknown,co op,Normal,Manhattan,10016
exp,639999,3,2.0,1180.0,"3816 Waldo Ave #3b, Bronx, NY 10463, USA",40.8874214,-73.9034179,unknown,condo,Normal,Bronx,10463
corcoran,14950000,3,4.0,3228.0,"39 W 23rd St, New York, NY 10010, USA",40.7423282,-73.9911409,unknown,condo,Luxury,Manhattan,10010
e house mgt inc,749000,3,2.0,1600.0,"476 Robinson Ave, Staten Island, NY 10312, USA",40.544867,-74.159159,unknown,house,Normal,Manhattan,10312
corcoran,2999999,4,4.0,3100.0,"1280 5th Ave #8b, New York, NY 10029, USA",40.7961886,-73.949116,unknown,condo,Normal,Manhattan,10029
compass,3995000,4,4.0,3412.0,"98 Degraw St, Brooklyn, NY 11231, USA",40.6857092,-74.003264,unknown,townhouse,Normal,Manhattan,11231
re/max,2235000,3,4.0,2750.0,"194 Falmouth St, Brooklyn, NY 11235, USA",40.577846,-73.946577,unknown,house,Normal,Manhattan,11235
besmatch real estate,620000,3,2.0,1400.0,"1724 Hutchinson Riv Pkwy, Bronx, NY 10461, USA",40.8464353,-73.8358298,unknown,house,Normal,Manhattan,10461
serhant,1999999,3,2.0,1865.0,"61 N Henry St, Brooklyn, NY 11222, USA",40.7213959,-73.9430921,unknown,condo,Normal,Manhattan,11222
prime,1150000,2,2.0,1850.0,"12-29 Estates Ln #223, Bayside, NY 11360, USA",40.7878758,-73.786717,unknown,condo,Normal,Queens,11360
morris park,339000,2,1.0,822.0,"59 Edgewater Park, Bronx, NY 10465, USA",40.8224967,-73.8110903,unknown,co op,Normal,Manhattan,10465
realty executives today,938000,3,2.0,1836.0,"19-26 81st St, Flushing, NY 11370, USA",40.772306,-73.8896045,unknown,house,Normal,Manhattan,11370
5 boro corp,919000,6,3.0,5400.0,"2911 Avenue D, Brooklyn, NY 11226, USA",40.6410944,-73.9490931,unknown,house,Outlier,Manhattan,11226
ernest chi real estate,425000,3,2.0,1150.0,"4705 Henry Hudson Pkwy W #7j, Bronx, NY 10471, USA",40.8952914,-73.9089308,unknown,co op,Normal,Bronx,10471
compass,19995000,6,2.3738608579684373,8300.0,"109 Waverly Pl, New York, NY 10011, USA",40.7326368,-73.998918,unknown,townhouse,Luxury,Manhattan,10011
douglas elliman,799000,2,2.0,1000.0,"325 E 41st St Apt 509, New York, NY 10017, USA",40.7490288,-73.9719957,unknown,co op,Normal,Manhattan,10017
corcoran,475000,1,1.0,750.0,"100 Remsen St #8c, Brooklyn, NY 11201, USA",40.6939582,-73.9943695,unknown,co op,Normal,Brooklyn,11201
keller williams,3800000,6,4.0,3340.0,"464 5th St, Brooklyn, NY 11215, USA",40.6694134,-73.9802538,unknown,townhouse,Normal,Manhattan,11215
korr,325000,3,1.0,1200.0,"3021 Avenue Z #2h, Brooklyn, NY 11235, USA",40.590397,-73.935927,unknown,co op,Normal,Brooklyn,11235
compass,1200000,2,2.0,1200.0,"50 Pine St APT 8N, New York, NY 10005, USA",40.7069134,-74.0085778,unknown,condo,Normal,Manhattan,10005
corcoran,6975000,2,2.0,3050.0,"200 Mercer St #5e, New York, NY 10012, USA",40.7265669,-73.9967609,unknown,house,Luxury,Manhattan,10012
corcoran,2400000,4,4.0,3424.0,"867 Sterling Pl, Brooklyn, NY 11216, USA",40.6727282,-73.9497962,unknown,house,Normal,Manhattan,11216
douglas elliman,3500000,4,4.0,2700.0,"325 W 52nd St, New York, NY 10019, USA",40.7641121,-73.9862772,unknown,co op,Normal,Manhattan,10019
douglas elliman,2975000,4,4.0,2968.0,"333 E 91st St #12c, New York, NY 10128, USA",40.7803429,-73.947266,unknown,house,Normal,Manhattan,10128
coldwell banker,4000000,32,12.0,7188.0,"150 E 105th St, New York, NY 10029, USA",40.7912881,-73.9465215,unknown,house,Error,Manhattan,10029
winzone inc,1250000,2,2.0,1257.0,"131-01 40th Rd #8c, Flushing, NY 11354, USA",40.7561213,-73.8368085,unknown,condo,Normal,Queens,11354
keller williams,220000,1,1.0,750.0,"245-54 62nd Ave, Douglaston, NY 11362, USA",40.7554479,-73.7319604,unknown,co op,Normal,Manhattan,11362
re/max,1179987,5,4.0,4143.0,"7069 Amboy Rd, Staten Island, NY 10307, USA",40.515005,-74.235135,unknown,multi family home,Outlier,Manhattan,10307
charles rutenberg inc,949000,7,6.0,3733.0,"1040 Clay Ave, Bronx, NY 10456, USA",40.8282987,-73.91272,unknown,multi family home,Outlier,Manhattan,10456
all coast real estate,699000,3,2.0,1312.0,"74 Greencroft Ave, Staten Island, NY 10308, USA",40.5513508,-74.1356934,contingent,other,Normal,Manhattan,10308
the agency,4000000,3,2.0,2300.0,"52 Riverside Dr #16a, New York, NY 10024, USA",40.7840425,-73.9833243,unknown,co op,Normal,Manhattan,10024
katz,649000,3,3.0,1456.0,"58 Roanoke St, Staten Island, NY 10314, USA",40.5972983,-74.1347274,unknown,house,Normal,Manhattan,10314
corcoran,1175000,1,2.0,1070.0,"40 W 55th St #4d, New York, NY 10019, USA",40.7622732,-73.9767193,unknown,condo,Normal,Manhattan,10019
re/max,995000,2,2.0,800.0,"1809 W 3rd St, Brooklyn, NY 11223, USA",40.603454,-73.9756682,unknown,house,Normal,Manhattan,11223
corcoran,1595000,3,2.0,1375.0,"149 Dupont St #3, Brooklyn, NY 11222, USA",40.7361991,-73.9538716,unknown,condo,Normal,Brooklyn,11222
holly s staten island buzz inc,1338000,3,2.0,2082.0,"90 Bay Street Landing #8g, Staten Island, NY 10301, USA",40.6403656,-74.0737574,unknown,condo,Normal,Staten Island,10301
weichert realtors larchmont,499000,2,2.0,1146.0,"4302 Boyd Ave, Bronx, NY 10466, USA",40.8955154,-73.8510754,unknown,house,Normal,Manhattan,10466
re/max,349000,2,1.0,800.0,"3235 Emmons Ave Apt 625, Brooklyn, NY 11235, USA",40.5844399,-73.9316116,unknown,co op,Normal,Brooklyn,11235
douglas elliman,14750000,6,6.0,8790.0,"7 E 69th St, New York, NY 10021, USA",40.7703119,-73.967354,unknown,house,Luxury,Manhattan,10021
re/max,160000,2,1.0,900.0,"2701 Goethals Rd N d4, Staten Island, NY 10303, USA",40.6281757,-74.1797234,unknown,house,Normal,Manhattan,10303
nest seekers  midtown,12500000,4,4.0,3550.0,"100 Vandam St #6a, New York, NY 10013, USA",40.7266327,-74.0088321,unknown,condo,Luxury,Manhattan,10013
ilite inc,370000,3,1.0,462.0,"1657 E 19th St #8b, Brooklyn, NY 11229, USA",40.6096365,-73.9544149,unknown,condo,Normal,Brooklyn,11229
compass,600000,1,1.0,715.0,"545 W 111th St #2b, New York, NY 10025, USA",40.8043692,-73.964408,unknown,co op,Normal,Manhattan,10025
corcoran,1950000,2,2.0,1000.0,"200 E 89th St APT 42B, New York, NY 10128, USA",40.7805098,-73.9523992,unknown,condo,Normal,Manhattan,10128
douglas elliman,2000000,3,2.0,1800.0,"239 E 79th St #8f, New York, NY 10075, USA",40.7737882,-73.9551436,unknown,co op,Normal,Manhattan,10075
re/max,1149000,4,3.0,1800.0,"284 Sullivan Pl, Brooklyn, NY 11225, USA",40.6644629,-73.951745,unknown,house,Normal,Manhattan,11225
besmatch real estate,329999,2,1.0,950.0,"880 Boynton Ave #18f, Bronx, NY 10473, USA",40.8214206,-73.8759785,unknown,co op,Normal,Bronx,10473
brown harris stevens,390000,2,1.0,1100.0,"112-50 78th Ave, Forest Hills, NY 11375, USA",40.7155654,-73.8311146,unknown,co op,Normal,Manhattan,11375
bo s prime,239000,1,1.0,700.0,"150 West End Ave #1j, Brooklyn, NY 11235, USA",40.5782536,-73.9534785,unknown,co op,Normal,Brooklyn,11235
compass,18500000,4,4.0,4856.0,"73 Wooster St, New York, NY 10012, USA",40.7238868,-74.0021541,unknown,condo,Luxury,Manhattan,10012
compass,8900000,5,5.0,4297.0,"200 West End Ave, New York, NY 10023, USA",40.7779612,-73.9854593,unknown,condo,Luxury,Manhattan,10023
compass,839000,3,2.0,1120.0,"447 Fort Washington Ave Apt 44, New York, NY 10033, USA",40.8501059,-73.9387857,unknown,co op,Normal,Manhattan,10033
erealty advisors inc,1439000,4,2.0,1625.0,"800 Bedford Ave APT 4A, Brooklyn, NY 11205, USA",40.6972584,-73.9569997,unknown,condo,Normal,Brooklyn,11205
east coast realtors inc,379000,2,1.0,900.0,"144-40 71st Ave #2, Flushing, NY 11367, USA",40.7282764,-73.8208847,unknown,co op,Normal,Queens,11367
werba,1245000,5,2.0,1800.0,"64-56 Woodbine St, Ridgewood, NY 11385, USA",40.7085881,-73.8934355,unknown,multi family home,Normal,Manhattan,11385
onespace,365000,4,3.0,1600.0,"148 Brighton Ave, Staten Island, NY 10301, USA",40.6352888,-74.090616,unknown,multi family home,Normal,Manhattan,10301
corcoran,950000,2,2.0,1025.0,"12-15 Broadway, Long Island City, NY 11106, USA",40.7669131,-73.9342893,unknown,condo,Normal,Manhattan,11106
john edwards real estate inc,209000,1,1.0,658.0,"1594 Unionport Rd #2a, Bronx, NY 10462, USA",40.8391003,-73.8566691,unknown,condo,Normal,Bronx,10462
real broker,1390000,5,4.0,1992.0,"1429 Avenue H, Brooklyn, NY 11230, USA",40.6302066,-73.962272,pending,other,Normal,Manhattan,11230
compass,8250000,6,6.0,3920.0,"306 Mott St, New York, NY 10012, USA",40.7250022,-73.9938611,unknown,condo,Luxury,Manhattan,10012
re/max,429000,2,1.0,850.0,"9411 Shore Rd, Brooklyn, NY 11209, USA",40.617623,-74.038637,unknown,co op,Normal,Manhattan,11209
talk of the town c,699000,3,3.0,2835.0,"4716 Avenue H, Brooklyn, NY 11234, USA",40.6324811,-73.9306778,unknown,house,Normal,Manhattan,11234
coldwell banker,450000,1,1.0,724.0,"2120 Ocean Ave #5b, Brooklyn, NY 11229, USA",40.610069,-73.9537478,unknown,condo,Normal,Brooklyn,11229
reliable sell buy inc,1190000,4,2.0,1500.0,"2330 E 15th St, Brooklyn, NY 11229, USA",40.5935138,-73.9556712,unknown,house,Normal,Manhattan,11229
homes r us of ny inc,339000,1,1.0,693.0,"4219 Amboy Rd #4a, Staten Island, NY 10308, USA",40.5475295,-74.1568654,contingent,other,Normal,Staten Island,10308
panache co,649000,3,2.0,1257.0,"287 E 34th St, Brooklyn, NY 11203, USA",40.6499215,-73.9453734,unknown,house,Normal,Manhattan,11203
sotheby's,4695000,3,4.0,2600.0,"1100 Park Ave #11c, New York, NY 10128, USA",40.7824395,-73.9561648,unknown,co op,Normal,Manhattan,10128
re/max,399888,3,4.0,1613.0,"765 E 224th St, Bronx, NY 10466, USA",40.8865894,-73.8585038,unknown,house,Normal,Manhattan,10466
century 21 zaloom,1199900,4,4.0,2393.0,"251 Wilson Ave, Staten Island, NY 10308, USA",40.5477774,-74.160225,pending,other,Normal,Manhattan,10308
compass,1395000,3,4.0,2472.0,"52 Convent Ave #1c, New York, NY 10027, USA",40.8150812,-73.9533178,unknown,condo,Normal,Manhattan,10027
brown harris stevens,2995000,4,3.0,2135.0,"303 W 113th St #2, New York, NY 10026, USA",40.802892,-73.957154,unknown,condo,Normal,Manhattan,10026
douglas elliman,16995000,5,4.0,4230.0,"31 Grove St, New York, NY 10014, USA",40.7328257,-74.0048853,unknown,multi family home,Luxury,Manhattan,10014
corcoran,650000,2,1.0,1060.0,"860 W 181st St Apt 56, New York, NY 10033, USA",40.8511616,-73.9408472,unknown,co op,Normal,Manhattan,10033
talk of the town c,2599000,4,3.0,3510.0,"2634 National Dr, Brooklyn, NY 11234, USA",40.6063914,-73.9020181,unknown,house,Normal,Manhattan,11234
compass,1195000,4,2.0,2625.0,"449 Classon Ave, Brooklyn, NY 11238, USA",40.685396,-73.959061,unknown,townhouse,Normal,Manhattan,11238
ben bay co of bay ridge,1288000,3,2.0,1188.0,"340 86th St, Brooklyn, NY 11209, USA",40.6229377,-74.0298947,unknown,house,Normal,Manhattan,11209
corcoran,2099000,2,2.0,1447.0,"79 Bridge St #5c, Brooklyn, NY 11201, USA",40.7019045,-73.9844236,unknown,condo,Normal,Brooklyn,11201
keller williams,1275000,5,3.0,1920.0,"236 45th St, Brooklyn, NY 11220, USA",40.6512263,-74.0131317,unknown,multi family home,Normal,Manhattan,11220
compass,10750000,8,2.3738608579684373,7327.0,"141 E 63rd St, New York, NY 10065, USA",40.764757,-73.965815,unknown,townhouse,Luxury,Manhattan,10065
sotheby's,4800000,3,4.0,3475.0,"61 E 82nd St #1a, New York, NY 10028, USA",40.778129,-73.9598269,unknown,co op,Normal,Manhattan,10028
douglas elliman,1279900,3,2.3738608579684373,3812.0,"51 E 126th St, New York, NY 10035, USA",40.8062253,-73.9393116,unknown,multi family home,Outlier,Manhattan,10035
re/max,1680000,7,4.0,3780.0,"214-03 16th Ave, Flushing, NY 11360, USA",40.785705,-73.778612,unknown,multi family home,Outlier,Manhattan,11360
chous  inc,299000,1,1.0,850.0,"68-09 138th St #2b, Flushing, NY 11367, USA",40.7313319,-73.8284665,unknown,co op,Normal,Queens,11367
charles h greenthal property,449000,1,2.0,1213.0,"27110 Grand Central Pkwy #5l, Queens Village, NY 11005, USA",40.7564761,-73.7212008,unknown,co op,Normal,Queens,11005
compass,1250000,3,2.0,1287.0,"365 Bridge St #8j, Brooklyn, NY 11201, USA",40.6925905,-73.9849373,unknown,condo,Normal,Brooklyn,11201
compass,499000,2,1.0,900.0,"7901 4th Ave #22, Brooklyn, NY 11209, USA",40.6273371,-74.0262024,unknown,co op,Normal,Brooklyn,11209
dawning real estate inc,699000,3,2.0,1700.0,"752 Correll Ave, Staten Island, NY 10309, USA",40.545028,-74.218133,unknown,house,Normal,Manhattan,10309
the box advisory,625000,4,2.0,1268.0,"762 Empire Blvd #4d, Brooklyn, NY 11213, USA",40.6634769,-73.936924,unknown,condo,Normal,Brooklyn,11213
american homes,949000,4,2.0,1600.0,"154 E 22nd St, Brooklyn, NY 11226, USA",40.6452346,-73.9569371,unknown,multi family home,Normal,Manhattan,11226
brown harris stevens,2395000,6,4.0,3972.0,"438 W 162nd St, New York, NY 10032, USA",40.8351954,-73.9390016,unknown,townhouse,Outlier,Manhattan,10032
momentum real estate,1250000,3,4.0,3328.0,"19 Park Ln, Staten Island, NY 10301, USA",40.619844,-74.0889182,unknown,house,Normal,Manhattan,10301
exp,2199000,3,3.0,3454.0,"181 Hastings St, Brooklyn, NY 11235, USA",40.5782802,-73.9442713,unknown,house,Normal,Manhattan,11235
compass,5495000,3,2.0,3000.0,"144 Franklin St #3f, New York, NY 10013, USA",40.7193802,-74.0075316,unknown,co op,Normal,Manhattan,10013
5 boro corp,1449999,3,2.3738608579684373,1890.0,"768 Herkimer St, Brooklyn, NY 11233, USA",40.6783124,-73.928113,unknown,house,Normal,Manhattan,11233
douglas elliman,525000,3,1.0,322.0,"230 Central Park W #6h, New York, NY 10024, USA",40.7836703,-73.9709274,unknown,co op,Normal,Manhattan,10024
compass,12000000,4,2.3738608579684373,5500.0,"22 E 78th St, New York, NY 10075, USA",40.7756853,-73.9632303,unknown,townhouse,Luxury,Manhattan,10075
re/max,1299000,3,2.0,1700.0,"74 89th St, Brooklyn, NY 11209, USA",40.622512,-74.038316,unknown,house,Normal,Manhattan,11209
spiegel,899999,4,2.0,2194.0,"243 Deems Ave, Staten Island, NY 10314, USA",40.6172199,-74.1320669,unknown,multi family home,Normal,Manhattan,10314
5 boro corp,925000,2,2.0,1077.0,"1336 Dean St, Brooklyn, NY 11216, USA",40.6764806,-73.9446731,unknown,house,Normal,Manhattan,11216
dreamlife new york,279000,1,1.0,600.0,"680 81st St #3d, Brooklyn, NY 11228, USA",40.6220567,-74.0200513,unknown,co op,Normal,Brooklyn,11228
re/max,560000,3,1.0,622.0,"4711 8th Ave #2b, Brooklyn, NY 11220, USA",40.6423834,-74.002033,unknown,condo,Normal,Brooklyn,11220
compass,999000,3,2.0,1260.0,"423 Beach 126th St, Rockaway Park, NY 11694, USA",40.5792491,-73.8470867,unknown,house,Normal,Manhattan,11694
mitra hakimi,1188000,6,2.0,2186.0,"188-39 Ilion Ave, Jamaica, NY 11412, USA",40.7021006,-73.7671144,unknown,multi family home,Normal,Manhattan,11412
lombardo homes estates,948888,3,1.0,950.0,"1611 Oriental Blvd, Brooklyn, NY 11235, USA",40.5786958,-73.938485,unknown,house,Normal,Manhattan,11235
rising star and property management inc,735000,2,2.0,832.0,"1370 Bushwick Ave #2a, Brooklyn, NY 11207, USA",40.6850765,-73.9107349,unknown,condo,Normal,Brooklyn,11207
compass,1850000,8,4.0,5000.0,"216 E 117th St, New York, NY 10035, USA",40.7981001,-73.9389098,unknown,multi family home,Outlier,Manhattan,10035
compass,1700000,2,2.0,1135.0,"2 Cornelia St APT 203, New York, NY 10014, USA",40.7315509,-74.0013914,unknown,condo,Normal,Manhattan,10014
corcoran,12995000,4,4.0,4155.0,"10 Greene St, New York, NY 10013, USA",40.7207039,-74.0027289,unknown,condo,Luxury,Manhattan,10013
real broker,295000,2,1.0,613.0,"552 W 141st St #2d, New York, NY 10031, USA",40.8233518,-73.9515728,unknown,co op,Normal,Manhattan,10031
izsa miriam izsak,625000,1,1.0,650.0,"245 E 25th St #8l, New York, NY 10010, USA",40.7395218,-73.9802307,unknown,co op,Normal,Manhattan,10010
nest seekers  tribeca,399000,3,1.0,391.0,"30-38 29th St, Queens, NY 11102, USA",40.7668236,-73.9239725,unknown,condo,Normal,Manhattan,11102
douglas elliman,5700000,3,4.0,2357.0,"565 Broome St #9e, New York, NY 10013, USA",40.7242197,-74.0056368,unknown,condo,Normal,Manhattan,10013
morris park,149999,1,1.0,694.0,"5621 Netherland Ave #3c, Bronx, NY 10471, USA",40.9049984,-73.9065719,unknown,co op,Normal,Bronx,10471
