BROKERTITLE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,STATUS,PROPERTY_TYPE,ZIP,BOROUGH,PRICE_PER_SQFT,LUXURY
ben bay company of staten island,589000,3,2.0,1320.0,"111 Abbey Ct, Brooklyn, NY 11229, USA",40.5905162,-73.9233755,unknown,house,11229,Manhattan,446.2121212121212,False
the agency,1495000,3,2.0,1590.0,"301 E 52nd St #4b, New York, NY 10022, USA",40.7561092,-73.9669846,contingent,other,10022,Manhattan,940.2515723270441,False
chous  inc,939000,3,2.0,1728.0,"61-44 77th St, Flushing, NY 11379, USA",40.7223997,-73.8818876,unknown,townhouse,11379,Manhattan,543.4027777777778,False
ditommaso real estate,769000,3,2.0,1170.0,"10 Neal Dow Ave, Staten Island, NY 10314, USA",40.6222601,-74.1349837,pending,other,10314,Manhattan,657.2649572649573,False
new concept sheiks inc,549990,3,2.0,1782.0,"3080 Coddington Ave, Bronx, NY 10461, USA",40.8411589,-73.8265147,unknown,house,10461,Manhattan,308.6363636363636,False
winzone inc,420000,3,2.0,1200.0,"99-11 60th Ave #1h, Corona, NY 11368, USA",40.7367277,-73.8586765,unknown,co op,11368,Queens,350.0,False
united national,668888,3,2.0,2184.207862,"87 Hewitt Ave, Staten Island, NY 10301, USA",40.6078478,-74.0994376,unknown,house,10301,Manhattan,306.2382530697071,False
brpi brooklyn real property,399000,3,2.0,2184.207862,"2475 W 16th St #12h, Brooklyn, NY 11214, USA",40.5866482,-73.9845156,unknown,co op,11214,Manhattan,182.67492162337064,False
corcoran,2250000,3,2.0,2184.207862,"353 3rd St. #5b, Brooklyn, NY 11215, USA",40.6731905,-73.9835999,unknown,condo,11215,Brooklyn,1030.121738477654,True
exp,350000,3,2.0,2184.207862,"527D E 156th St #67D, Bronx, NY 10455, USA",40.8203804,-73.9109368,unknown,condo,10455,Bronx,160.24115931874618,False
better homes and gardens real estate safari,748800,3,2.0,1242.0,"437 Buel Ave, Staten Island, NY 10305, USA",40.5831679,-74.0887805,contingent,other,10305,Manhattan,602.8985507246376,False
sotheby's,1355000,3,2.0,2184.207862,"316 22nd St #1b, Brooklyn, NY 11215, USA",40.6588717,-73.9912442,unknown,condo,11215,Brooklyn,620.3622025054316,False
korr,799000,3,2.0,1000.0,"2455 E 13th St, Brooklyn, NY 11235, USA",40.5907198,-73.956552,unknown,house,11235,Manhattan,799.0,False
annf ann ferguson,2150000,3,2.0,2300.0,"52 Riverside Dr #2a, New York, NY 10024, USA",40.7840425,-73.9833243,unknown,co op,10024,Manhattan,934.7826086956521,True
naomi klein realtor,499000,3,2.0,1266.0,"61-20 Grand Central Pkwy #1105, Forest Hills, NY 11375, USA",40.7379227,-73.8470718,unknown,co op,11375,Queens,394.15481832543446,False
robert defalco inc,479999,3,2.0,1510.0,"66 Bianca Ct, Staten Island, NY 10312, USA",40.5646752,-74.1838356,contingent,other,10312,Manhattan,317.88013245033113,False
compass,1649000,3,2.0,2184.207862,"401 E 89th St APT 10L, New York, NY 10128, USA",40.7787875,-73.9473234,unknown,condo,10128,Manhattan,754.9647763331784,False
exit professionals,729000,3,2.0,1854.0,"3126 Mermaid Ave, Brooklyn, NY 11224, USA",40.5749619,-73.9982799,unknown,house,11224,Manhattan,393.20388349514565,False
behfar team,1295000,3,2.0,2184.207862,"1235 E 10th St, Brooklyn, NY 11230, USA",40.6189992,-73.9648549,unknown,house,11230,Manhattan,592.8922894793609,False
re/max,1499000,3,2.0,3090.0,"746 50th St, Brooklyn, NY 11220, USA",40.6416317,-74.0049828,unknown,multi family home,11220,Manhattan,485.1132686084142,False
botton,998000,3,2.0,1232.0,"2247 Coney Island Ave, Brooklyn, NY 11223, USA",40.6022677,-73.9611815,unknown,house,11223,Manhattan,810.0649350649351,False
bond new york columbus circle,860000,3,2.0,1118.0,"300 W 145th St #2b, New York, NY 10039, USA",40.822922,-73.9426429,unknown,co op,10039,Manhattan,769.2307692307693,False
donna demkowicz r e corp,979000,3,2.0,2184.207862,"53-70 64th St, Flushing, NY 11378, USA",40.7295006,-73.9014268,unknown,townhouse,11378,Manhattan,448.21741420872144,False
compass,1995000,3,2.0,2184.207862,"11 Riverside Dr #10, New York, NY 10023, USA",40.7809028,-73.9846443,unknown,co op,10023,Manhattan,913.3746081168532,False
corcoran,2995000,3,2.0,2184.207862,"35 Prospect Park W #10b, Brooklyn, NY 11215, USA",40.6703253,-73.9724152,unknown,co op,11215,Brooklyn,1371.2064918846995,True
compass,5000000,3,2.0,2569.0,"165 Chrystie St, New York, NY 10002, USA",40.720727,-73.9928511,unknown,townhouse,10002,Manhattan,1946.282600233554,True
jabour company,1099000,3,2.0,1472.0,"32 Oliver St, Brooklyn, NY 11209, USA",40.6193503,-74.0388023,pending,other,11209,Manhattan,746.6032608695652,False
douglas elliman,1450000,3,2.0,1117.0,"333 E 30th St #8l, New York, NY 10016, USA",40.7420749,-73.9757973,unknown,condo,10016,Manhattan,1298.119964189794,False
keller williams,599999,3,2.0,2184.207862,"968 Schenectady Ave, Brooklyn, NY 11203, USA",40.6494096,-73.9332856,unknown,house,11203,Manhattan,274.69867242882395,False
corcoran,695000,3,2.0,704.0,"888 Fulton St #3a, Brooklyn, NY 11238, USA",40.6829851,-73.9656007,unknown,condo,11238,Brooklyn,987.2159090909091,False
real broker ny,699999,3,2.0,2184.207862,"902 Harding Park, Bronx, NY 10473, USA",40.8070672,-73.8579727,unknown,house,10473,Manhattan,320.48186080560856,False
century 21 achievers,735000,3,2.0,1600.0,"894 E 38th St, Brooklyn, NY 11210, USA",40.6334425,-73.9402186,unknown,house,11210,Manhattan,459.375,False
ideal,1499000,3,2.0,2100.0,"1813 E 24th St, Brooklyn, NY 11229, USA",40.6063993,-73.9485994,unknown,house,11229,Manhattan,713.8095238095239,False
e house mgt inc,629900,3,2.0,1332.0,"184 Cannon Ave, Staten Island, NY 10314, USA",40.5939996,-74.1910619,unknown,house,10314,Manhattan,472.8978978978979,False
douglas elliman,970000,3,2.0,2184.207862,"47-08 248th St, Flushing, NY 11362, USA",40.764944,-73.738236,pending,other,11362,Manhattan,444.09692725481085,False
rise,519999,3,2.0,1440.0,"59 Larkin St, Staten Island, NY 10302, USA",40.6396595,-74.1362682,unknown,house,10302,Manhattan,361.11041666666665,False
compass,868000,3,2.0,2184.207862,"53-29 72nd Pl, Queens, NY 11378, USA",40.7303886,-73.8912581,unknown,house,11378,Manhattan,397.39807511049054,False
douglas elliman,2449000,3,2.0,1744.0,"90 East End Ave #6b, New York, NY 10028, USA",40.7735704,-73.9461541,unknown,condo,10028,Manhattan,1404.2431192660551,True
keller williams,659000,3,2.0,1460.0,"59 St Johns Ave, Staten Island, NY 10305, USA",40.6114323,-74.0667876,unknown,house,10305,Manhattan,451.36986301369865,False
re/max,628000,3,2.0,1097.0,"238 56th St #1f, Brooklyn, NY 11220, USA",40.6449894,-74.0196153,unknown,condo,11220,Brooklyn,572.4703737465816,False
corcoran,1300000,3,2.0,2184.207862,"3883 Bedford Ave, Brooklyn, NY 11229, USA",40.6074439,-73.9477154,unknown,house,11229,Manhattan,595.1814488982001,False
century 21 achievers,699000,3,2.0,522.0,"1372 E 57th St, Brooklyn, NY 11234, USA",40.6200647,-73.9203764,unknown,house,11234,Manhattan,1339.0804597701149,False
compass,5995000,3,2.0,4200.0,"17 White St #3b, New York, NY 10013, USA",40.7190306,-74.0054491,unknown,co op,10013,Manhattan,1427.3809523809523,True
compass,3500000,3,2.0,1896.0,"189 Prospect Pl #2, Brooklyn, NY 11238, USA",40.6781953,-73.9702616,unknown,condo,11238,Brooklyn,1845.9915611814347,True
nobroker,579000,3,2.0,2184.207862,"103-12 114th St, South Richmond Hill, NY 11419, USA",40.6863457,-73.8292298,unknown,townhouse,11419,Manhattan,265.08466070158295,False
tscherne inc,868000,3,2.0,1690.0,"64-13 79th St, Middle Village, NY 11379, USA",40.7187347,-73.875063,unknown,house,11379,Manhattan,513.6094674556213,False
coldwell banker,559900,3,2.0,2184.207862,"116-42 204th St, Jamaica, NY 11412, USA",40.6957516,-73.7490297,unknown,house,11412,Manhattan,256.3400717216171,False
compass,1695000,3,2.0,2184.207862,"80 East End Owners, 80 East End Ave #8e, New York, NY 10028, USA",40.7731502,-73.9462859,unknown,co op,10028,Manhattan,776.0250429864993,False
clarke,570000,3,2.0,1728.0,"2953 Pearsall Ave, Bronx, NY 10469, USA",40.869166,-73.8520258,unknown,house,10469,Manhattan,329.8611111111111,False
the agency,1875000,3,2.0,2184.207862,"140 E 81st St #12a, New York, NY 10028, USA",40.7760492,-73.9577296,contingent,other,10028,Manhattan,858.4347820647117,False
core  marketing,2990000,3,2.0,1721.0,"77 Greenwich St #16a, New York, NY 10006, USA",40.7074175,-74.0135328,unknown,condo,10006,Manhattan,1737.361998837885,True
re/max,599900,3,2.0,1534.0,"1618 Adee Ave, Bronx, NY 10469, USA",40.8697604,-73.8408611,unknown,house,10469,Manhattan,391.06910039113427,False
nobroker,888000,3,2.0,1700.0,"956 79th St #1b, Brooklyn, NY 11228, USA",40.6226046,-74.0176964,unknown,condo,11228,Brooklyn,522.3529411764706,False
keller williams,599000,3,2.0,1690.0,"1466 Stickney Pl, Bronx, NY 10469, USA",40.88047,-73.8503054,unknown,house,10469,Manhattan,354.4378698224852,False
compass,750000,3,2.0,1260.0,"1947 Adam Clayton Powell Jr Blvd, New York, NY 10026, USA",40.8040569,-73.951435,pending,other,10026,Manhattan,595.2380952380952,False
brown harris stevens,499000,3,2.0,1200.0,"1100 Grand Concourse #2f, Bronx, NY 10456, USA",40.831991,-73.919124,unknown,co op,10456,Bronx,415.8333333333333,False
sotheby's,3550000,3,2.0,2693.0,"144 W 18th St #3e, New York, NY 10011, USA",40.7404065,-73.9970822,unknown,condo,10011,Manhattan,1318.232454511697,True
brown harris stevens,750000,3,2.0,1600.0,"1070 Park Ave, New York, NY 10128, USA",40.7813792,-73.9554399,unknown,co op,10128,Manhattan,468.75,False
douglas elliman,860000,3,2.0,2000.0,"971 E 40th St, Brooklyn, NY 11210, USA",40.6315943,-73.9376928,unknown,townhouse,11210,Manhattan,430.0,False
east coast realtors inc,825000,3,2.0,1400.0,"112-30 38th Ave, Flushing, NY 11368, USA",40.7537084,-73.8542469,unknown,house,11368,Manhattan,589.2857142857143,False
charles rutenberg inc,699000,3,2.0,2040.0,"1045 Wheeler Ave, Bronx, NY 10472, USA",40.8247339,-73.8794549,unknown,house,10472,Manhattan,342.6470588235294,False
sysak sells,735000,3,2.0,2350.0,"3271 Hatting Pl, Bronx, NY 10465, USA",40.8170494,-73.802331,unknown,house,10465,Manhattan,312.7659574468085,False
your home sold guaranteed,1150000,3,2.0,1352.0,"84 W 197th St, Bronx, NY 10468, USA",40.871637,-73.8984353,unknown,house,10468,Manhattan,850.5917159763313,False
brown harris stevens,1950000,3,2.0,1265.0,"1270 5th Ave Apt 2s, New York, NY 10029, USA",40.7957847,-73.9498024,unknown,co op,10029,Manhattan,1541.501976284585,False
douglas elliman,525000,3,2.0,2184.207862,"458 Neptune Ave #3r, Brooklyn, NY 11224, USA",40.5794182,-73.9709078,unknown,co op,11224,Brooklyn,240.36173897811926,False
dom of ny inc,925000,3,2.0,1875.0,"69-33 169th St, Flushing, NY 11365, USA",40.7318932,-73.8001903,unknown,townhouse,11365,Manhattan,493.3333333333333,False
homefinders of si inc,699000,3,2.0,1008.0,"402 Grandview Ave, Staten Island, NY 10303, USA",40.6306551,-74.1655807,unknown,house,10303,Manhattan,693.452380952381,False
coordinate,1250000,3,2.0,2049.0,"134 E 35th St, Brooklyn, NY 11203, USA",40.6520971,-73.9451094,unknown,house,11203,Manhattan,610.0536847242557,False
corcoran,849000,3,2.0,2184.207862,"8 W 65th St #1b, New York, NY 10023, USA",40.7719831,-73.9802428,unknown,condo,10023,Manhattan,388.69926931890143,False
corcoran,1699000,3,2.0,2200.0,"93 Lexington Ave, Brooklyn, NY 11238, USA",40.6870728,-73.9584649,unknown,house,11238,Manhattan,772.2727272727273,False
compass,2950000,3,2.0,1709.0,"360 Furman St APT 337, Brooklyn, NY 11201, USA",40.6935342,-74.0002618,unknown,condo,11201,Brooklyn,1726.1556465769456,True
exp,675999,3,2.0,2070.0,"2067 Pitman Ave, Bronx, NY 10466, USA",40.8974036,-73.8427908,unknown,multi family home,10466,Manhattan,326.5695652173913,False
bergen basin,649000,3,2.0,1150.0,"1120 Bergen Ave #88, Brooklyn, NY 11234, USA",40.6280068,-73.9155812,unknown,condo,11234,Brooklyn,564.3478260869565,False
east coast partners,579000,3,2.0,1200.0,"61-15 98th St #7j, Flushing, NY 11374, USA",40.7346339,-73.8602384,unknown,co op,11374,Queens,482.5,False
brown harris stevens,2500000,3,2.0,3200.0,"116 W 29th St #3, New York, NY 10001, USA",40.7468872,-73.9910651,unknown,co op,10001,Manhattan,781.25,True
duradox management,749999,3,2.0,2184.207862,"536 E 51st St, Brooklyn, NY 11203, USA",40.6485435,-73.9292272,unknown,house,11203,Manhattan,343.3734549940009,False
precious  corp,685000,3,2.0,1280.0,"59 Bartlett Ave, Staten Island, NY 10312, USA",40.5491914,-74.1660279,unknown,house,10312,Manhattan,535.15625,False
sotheby's,3250000,3,2.0,2292.0,"71 Ludlow St #4b, New York, NY 10002, USA",40.7175362,-73.9899587,unknown,condo,10002,Manhattan,1417.975567190227,True
ernest chi real estate,729000,3,2.0,1400.0,"4555 Henry Hudson Pkwy #903, Bronx, NY 10471, USA",40.8924692,-73.9091145,unknown,co op,10471,Bronx,520.7142857142857,False
richard greco real estate,779000,3,2.0,1557.0,"1760 Tomlinson Ave, Bronx, NY 10461, USA",40.8494439,-73.8515779,unknown,multi family home,10461,Manhattan,500.32113037893384,False
compass,1850000,3,2.0,2184.207862,"235 E 22nd St Apt 11u, New York, NY 10010, USA",40.7377082,-73.9819095,unknown,co op,10010,Manhattan,846.9889849705155,False
compass,4995000,3,2.0,2803.0,"65 W 13th St Apartment 10d, New York, NY 10011, USA",40.736841,-73.99679,unknown,condo,10011,Manhattan,1782.019265073136,True
homes r us of ny inc,758800,3,2.0,1633.0,"74 Appleby Ave, Staten Island, NY 10305, USA",40.5910792,-74.0801059,unknown,house,10305,Manhattan,464.66625842008574,False
e  corp,688000,3,2.0,982.0,"844 50th St #5a, Brooklyn, NY 11220, USA",40.6403284,-74.0028134,unknown,condo,11220,Brooklyn,700.6109979633401,False
compass,950000,3,2.0,1308.0,"133 W 195th St, Bronx, NY 10468, USA",40.8704967,-73.9011805,unknown,house,10468,Manhattan,726.2996941896024,False
compass,1995000,3,2.0,1376.0,"128 W 26th St Fl 3, New York, NY 10001, USA",40.7451522,-73.9927778,unknown,condo,10001,Manhattan,1449.8546511627908,False
douglas elliman,1400000,3,2.0,1625.0,"133 Beach 116th St, Rockaway Park, NY 11694, USA",40.5783596,-73.8365039,unknown,condo,11694,Manhattan,861.5384615384615,False
re/max,799000,3,2.0,2184.207862,"935 E 32nd St, Brooklyn, NY 11210, USA",40.6284586,-73.9450168,unknown,house,11210,Manhattan,365.80767513050915,False
douglas elliman,780000,3,2.0,1900.0,"250-38 39th Rd, Flushing, NY 11363, USA",40.7742555,-73.7407295,pending,other,11363,Manhattan,410.5263157894737,False
serhant,2850000,3,2.0,1912.0,"60 Broadway #8j, Brooklyn, NY 11249, USA",40.7102929,-73.9660133,unknown,condo,11249,Brooklyn,1490.5857740585775,True
realty connect usa,725000,3,2.0,2184.207862,"11775 141st St, Jamaica, NY 11436, USA",40.6763934,-73.7998105,unknown,house,11436,Manhattan,331.92811573168854,False
douglas elliman,1238000,3,2.0,1550.0,"44-11 192nd St, Flushing, NY 11358, USA",40.7561033,-73.7889919,pending,other,11358,Manhattan,798.7096774193549,False
re/max,699888,3,2.0,1870.0,"94 Lorrain Ave, Staten Island, NY 10312, USA",40.541476,-74.174618,contingent,other,10312,Manhattan,374.2716577540107,False
sotheby's,2975000,3,2.0,2184.207862,"829 Park Ave #11b, New York, NY 10021, USA",40.7733572,-73.961686,unknown,co op,10021,Manhattan,1362.0498542093426,True
ditommaso real estate,968000,3,2.0,2845.0,"107 McVeigh Ave, Staten Island, NY 10314, USA",40.588988,-74.1530581,unknown,house,10314,Manhattan,340.24604569420035,False
keller williams,359999,3,2.0,2184.207862,"753B St Ann's Ave #52B, Bronx, NY 10456, USA",40.8203804,-73.9109368,unknown,condo,10456,Bronx,164.81902032454087,False
compass,3995000,3,2.0,2184.207862,"22 E 18th St #4a, New York, NY 10003, USA",40.7379419,-73.9907264,unknown,co op,10003,Manhattan,1829.0383756525457,True
rockaway,649000,3,2.0,1770.0,"10306 Rockaway Beach Blvd #3c, Rockaway Park, NY 11694, USA",40.5838274,-73.8243138,unknown,condo,11694,Queens,366.6666666666667,False
reo first choice,749000,3,2.0,1400.0,"4593 Kings Hwy, Brooklyn, NY 11234, USA",40.6306818,-73.9325033,unknown,house,11234,Manhattan,535.0,False
compass,550000,3,2.0,1520.0,"9 Zoe St, Staten Island, NY 10305, USA",40.5878221,-74.097086,pending,other,10305,Manhattan,361.8421052631579,False
joseph baratta company,629000,3,2.0,1575.0,"3312 Paulding Ave, Bronx, NY 10469, USA",40.8734881,-73.8582333,unknown,house,10469,Manhattan,399.36507936507934,False
corcoran,925000,3,2.0,1700.0,"205 E 63rd St #6b, New York, NY 10065, USA",40.7640501,-73.964336,unknown,co op,10065,Manhattan,544.1176470588235,False
royal house inc,588888,3,2.0,1150.0,"97-37 63rd Rd #9e, Rego Park, NY 11374, USA",40.7318958,-73.8599645,unknown,co op,11374,Queens,512.0765217391304,False
charmed,1390000,3,2.0,1276.0,"3401 Fort Independence St, Bronx, NY 10463, USA",40.8807227,-73.8993457,unknown,house,10463,Manhattan,1089.3416927899686,False
coldwell banker,599999,3,2.0,1340.0,"524 Thomas S Boyland St, Brooklyn, NY 11212, USA",40.6677486,-73.9134481,unknown,house,11212,Manhattan,447.76044776119403,False
j sikar,1899000,3,2.0,1757.0,"65 Oceana Dr E #8d, Brooklyn, NY 11235, USA",40.5769367,-73.9570143,unknown,condo,11235,Brooklyn,1080.819578827547,False
ashford homes,1488000,3,2.0,2886.0,"141 Beacon Ave, Staten Island, NY 10306, USA",40.5792773,-74.1211285,unknown,house,10306,Manhattan,515.5925155925156,False
momentum real estate,650000,3,2.0,1110.0,"64 Baltic Ave, Staten Island, NY 10304, USA",40.6057728,-74.0906176,unknown,house,10304,Manhattan,585.5855855855856,False
brown harris stevens,1139000,3,2.0,1800.0,"110-11 Queens Blvd #15b, Forest Hills, NY 11375, USA",40.7201292,-73.8398387,unknown,co op,11375,Queens,632.7777777777778,False
ideal,939000,3,2.0,1700.0,"1819 Burnett St, Brooklyn, NY 11229, USA",40.6089374,-73.9401956,unknown,house,11229,Manhattan,552.3529411764706,False
charles rutenberg inc,559000,3,2.0,1200.0,"5700 Arlington Ave #2m, Bronx, NY 10471, USA",40.9069228,-73.9062512,unknown,co op,10471,Bronx,465.8333333333333,False
winzone inc,800000,3,2.0,2184.207862,"43-20 Union St #7d, Flushing, NY 11355, USA",40.7540544,-73.8212979,unknown,condo,11355,Queens,366.265507014277,False
corcoran,2045000,3,2.0,1039.0,"301 W 53rd St #19a, New York, NY 10019, USA",40.7644959,-73.9851321,unknown,condo,10019,Manhattan,1968.2386910490857,True
ozana,680000,3,2.0,2240.0,"233 Tompkins Ave., Staten Island, NY 10304, USA",40.6193794,-74.075943,unknown,multi family home,10304,Manhattan,303.57142857142856,False
citizens,975000,3,2.0,2184.207862,"838 Lenox Rd, Brooklyn, NY 11203, USA",40.6553249,-73.9284733,unknown,house,11203,Manhattan,446.3860866736501,False
qvtopservice,649000,3,2.0,2000.0,"114-30 202nd St, Jamaica, NY 11412, USA",40.6995553,-73.7527095,unknown,house,11412,Manhattan,324.5,False
winzone inc,655000,3,2.0,2184.207862,"132-37 Pople Ave #3a, Flushing, NY 11355, USA",40.7536461,-73.8313843,unknown,condo,11355,Queens,299.87988386793927,False
compass,3950000,3,2.0,2184.207862,"180 Riverside Dr #6b, New York, NY 10024, USA",40.7920875,-73.9773027,unknown,co op,10024,Manhattan,1808.4359408829926,True
re/max,949900,3,2.0,1940.0,"130 Ave. S, Brooklyn, NY 11223, USA",40.6006625,-73.9808106,unknown,house,11223,Manhattan,489.63917525773195,False
momentum real estate,599000,3,2.0,1232.0,"19 Heusden St, Staten Island, NY 10303, USA",40.6338588,-74.1528287,unknown,house,10303,Manhattan,486.2012987012987,False
probase real estate,1150000,3,2.0,1600.0,"2801 Brown St, Brooklyn, NY 11235, USA",40.5851948,-73.9368737,unknown,house,11235,Manhattan,718.75,False
momentum real estate,850000,3,2.0,1696.0,"213 Liberty Ave, Staten Island, NY 10305, USA",40.5870716,-74.0944361,unknown,multi family home,10305,Manhattan,501.1792452830189,False
e  corp,799000,3,2.0,1184.0,"13-04 126th St, Flushing, NY 11356, USA",40.7865794,-73.8422755,unknown,townhouse,11356,Manhattan,674.831081081081,False
douglas elliman,7450000,3,2.0,5500.0,"38 W 26th St Apt 12a, New York, NY 10010, USA",40.7439988,-73.9898542,unknown,co op,10010,Manhattan,1354.5454545454545,True
kms  inc,629000,3,2.0,1216.0,"132 Dalton Ave, Staten Island, NY 10306, USA",40.571871,-74.1276199,unknown,house,10306,Manhattan,517.2697368421053,False
keller williams,799000,3,2.0,2184.207862,"2521 Humphreys St, Flushing, NY 11369, USA",40.7645407,-73.8683353,unknown,house,11369,Manhattan,365.80767513050915,False
elegran,745000,3,2.0,2184.207862,"2500 Johnson Ave #14h, Bronx, NY 10463, USA",40.876794,-73.9177034,unknown,co op,10463,Bronx,341.0847534070454,False
keller williams,925000,3,2.0,2184.207862,"61-19 75th Pl, Flushing, NY 11379, USA",40.7223571,-73.8834031,pending,other,11379,Manhattan,423.49449248525775,False
momentum real estate,499000,3,2.0,1024.0,"140 Kiswick St, Staten Island, NY 10306, USA",40.5757598,-74.0943577,unknown,house,10306,Manhattan,487.3046875,False
re/max,469900,3,2.0,1200.0,"2711 Henry Hudson Pkwy #3c, Bronx, NY 10463, USA",40.8819273,-73.9172822,unknown,co op,10463,Bronx,391.5833333333333,False
top nest inc,620000,3,2.0,1280.0,"145-47 115th Ave, Jamaica, NY 11436, USA",40.6837376,-73.7967497,unknown,house,11436,Manhattan,484.375,False
countrywide real estate inc,849000,3,2.0,1890.0,"2021 Watson Ave, Bronx, NY 10472, USA",40.8292519,-73.855841,unknown,house,10472,Manhattan,449.2063492063492,False
ben bay company of staten island,499000,3,2.0,1890.0,"328 Taylor St, Staten Island, NY 10310, USA",40.630181,-74.1228208,unknown,townhouse,10310,Manhattan,264.021164021164,False
serhant,1825000,3,2.0,1500.0,"315 West End Ave #2b, New York, NY 10023, USA",40.781741,-73.9834162,unknown,co op,10023,Manhattan,1216.6666666666667,False
douglas elliman,1695000,3,2.0,1827.0,"475 Sterling Pl #1b, Brooklyn, NY 11238, USA",40.6745841,-73.9623868,unknown,condo,11238,Brooklyn,927.7504105090312,False
brown harris stevens,2800000,3,2.0,1687.0,"543 W 122nd St #27a, New York, NY 10027, USA",40.8115505,-73.959759,unknown,condo,10027,Manhattan,1659.7510373443984,True
crm real estate,469000,3,2.0,1352.0,"28 Monsey Pl, Staten Island, NY 10303, USA",40.6241938,-74.1500827,contingent,other,10303,Manhattan,346.8934911242604,False
re/max,650000,3,2.0,1500.0,"54 Farrell Ct, Staten Island, NY 10306, USA",40.5659163,-74.1274652,unknown,house,10306,Manhattan,433.3333333333333,False
re/max,579999,3,2.0,1152.0,"18 Vanderbilt Ave, Staten Island, NY 10304, USA",40.6219834,-74.073006,unknown,house,10304,Manhattan,503.4713541666667,False
winzone inc,535000,3,2.0,1350.0,"14205 Roosevelt Ave Apt 225, Flushing, NY 11354, USA",40.7607942,-73.8258766,unknown,co op,11354,Queens,396.2962962962963,False
elite real estate  1,840000,3,2.0,1675.0,"1459 Waring Ave, Bronx, NY 10469, USA",40.8611137,-73.8439969,unknown,house,10469,Manhattan,501.4925373134328,False
united real estate fortune,599999,3,2.0,1800.0,"23 Tony Ct, Staten Island, NY 10305, USA",40.5916853,-74.0778219,unknown,townhouse,10305,Manhattan,333.3327777777778,False
taranto,674999,3,2.0,1310.0,"120 College Ave, Staten Island, NY 10314, USA",40.6213314,-74.1248873,unknown,house,10314,Manhattan,515.2664122137404,False
sotheby's,3950000,3,2.0,2184.207862,"684 Broadway #10e, New York, NY 10012, USA",40.7278206,-73.9943458,unknown,co op,10012,Manhattan,1808.4359408829926,True
radiant estates,685000,3,2.0,1100.0,"5197 Amboy Rd, Staten Island, NY 10312, USA",40.5351707,-74.1837439,unknown,house,10312,Manhattan,622.7272727272727,False
new concept sheiks inc,589000,3,2.0,1785.0,"1524 Harding Park, Bronx, NY 10473, USA",40.8086679,-73.857282,unknown,house,10473,Manhattan,329.9719887955182,False
exit professionals,815000,3,2.0,1039.0,"168 Avenue P #8a, Brooklyn, NY 11223, USA",40.6075821,-73.981924,unknown,condo,11204,Brooklyn,784.4080846968238,False
schmidt inc,669000,3,2.0,2115.0,"323 Getz Ave, Staten Island, NY 10312, USA",40.551553,-74.1646289,contingent,other,10312,Manhattan,316.31205673758865,False
corcoran,1500000,3,2.0,2184.207862,"95 Pierrepont St #1c, Brooklyn, NY 11201, USA",40.6955436,-73.9936975,pending,other,11201,Brooklyn,686.7478256517693,False
brown harris stevens,1095000,3,2.0,2184.207862,"80 Gold St #3b, New York, NY 10038, USA",40.7093215,-74.003525,unknown,co op,10038,Manhattan,501.3259127257916,False
jessica viola,499000,3,2.0,1332.0,"633 Goethals Rd N, Staten Island, NY 10314, USA",40.6167336,-74.1578631,unknown,townhouse,10314,Manhattan,374.62462462462463,False
keller williams,929888,3,2.0,1070.0,"86-22 259th St, Queens, NY 11001, USA",40.732592,-73.7077664,unknown,house,11001,Manhattan,869.0542056074767,False
new  inc,948000,3,2.0,1368.0,"30-41 86th St, Flushing, NY 11369, USA",40.7604064,-73.882048,unknown,house,11369,Manhattan,692.9824561403509,False
compass,2150000,3,2.0,1800.0,"960 Park Ave #1b, New York, NY 10028, USA",40.7779497,-73.959448,unknown,co op,10028,Manhattan,1194.4444444444443,True
weichert realtors evolution,465000,3,2.0,1365.0,"40 Post Ln, Staten Island, NY 10303, USA",40.638522,-74.1646289,unknown,townhouse,10303,Manhattan,340.65934065934067,False
vismith,749000,3,2.0,1080.0,"73 Westbrook Ave, Staten Island, NY 10303, USA",40.6266424,-74.1510397,unknown,house,10303,Manhattan,693.5185185185185,False
tracey real estate,975000,3,2.0,1400.0,"2115 Kenmore Ct, Brooklyn, NY 11235, USA",40.5856655,-73.9472452,unknown,house,11235,Manhattan,696.4285714285714,False
jamie connie real estate grp,1058000,3,2.0,2184.207862,"105-26 65th Rd, Flushing, NY 11375, USA",40.7303746,-73.8497286,pending,other,11375,Manhattan,484.3861330263813,False
sotheby's,2600000,3,2.0,1729.0,"242 E 15th St APT 1, New York, NY 10003, USA",40.733031,-73.9850368,unknown,condo,10003,Manhattan,1503.7593984962407,True
re/max,825900,3,2.0,1923.0,"50 Sleepy Hollow Rd, Staten Island, NY 10314, USA",40.594143,-74.1658674,unknown,house,10314,Manhattan,429.4851794071763,False
geo real estate  inc,799000,3,2.0,2184.207862,"8324 Glenwood Rd, Brooklyn, NY 11236, USA",40.638624,-73.911936,unknown,multi family home,11236,Manhattan,365.80767513050915,False
fine choice inc,799000,3,2.0,1989.0,"217 Remsen Ave, Brooklyn, NY 11212, USA",40.6592604,-73.9267735,unknown,house,11212,Manhattan,401.70940170940173,False
re/max,689000,3,2.3738608579684373,1162.0,"456 Van Name Ave, Staten Island, NY 10303, USA",40.6249962,-74.1553058,unknown,townhouse,10303,Manhattan,592.9432013769364,False
